,Awan3pm,Kelembaban3pm,Cluster
11240,8.0,53.0,Bersalju
11241,7.0,54.0,Bersalju
11242,7.0,62.0,Bersalju
11243,1.0,61.0,Bersalju
11244,7.0,73.0,Bersalju
11245,5.0,76.0,Bersalju
11246,6.0,52.0,Bersalju
11247,7.0,67.0,Bersalju
11248,7.0,61.0,Bersalju
11249,7.0,69.0,Bersalju
11250,6.0,60.0,Bersalju
11251,7.0,49.0,Bersalju
11252,7.0,81.0,Bersalju
11253,7.0,78.0,Bersalju
11254,8.0,92.0,Bersalju
11255,5.0,56.0,Bersalju
11256,2.0,67.0,Bersalju
11257,7.0,49.0,Bersalju
11258,6.0,51.0,Bersalju
11259,1.0,59.0,Bersalju
11260,3.0,65.0,Bersalju
11261,1.0,56.0,Bersalju
11262,7.0,58.0,Bersalju
11263,8.0,94.0,Bersalju
11264,6.0,71.0,Bersalju
11265,8.0,82.0,Bersalju
11266,7.0,50.0,Bersalju
11267,2.0,53.0,Bersalju
11268,2.0,53.0,Bersalju
11269,3.0,61.0,Bersalju
11270,7.0,57.0,Bersalju
11271,6.0,58.0,Bersalju
11272,7.0,76.0,Bersalju
11273,8.0,58.0,Bersalju
11274,7.0,74.0,Bersalju
11275,7.0,89.0,Bersalju
11276,3.0,55.0,Bersalju
11277,6.0,50.0,Bersalju
11278,2.0,60.0,Bersalju
11279,2.0,53.0,Bersalju
11280,7.0,75.0,Bersalju
11281,2.0,53.0,Bersalju
11282,7.0,78.0,Bersalju
11283,8.0,63.0,Bersalju
11284,8.0,65.0,Bersalju
11285,7.0,76.0,Bersalju
11286,2.0,55.0,Bersalju
11287,7.0,75.0,Bersalju
11288,3.0,61.0,Bersalju
11289,7.0,72.0,Bersalju
11290,8.0,97.0,Bersalju
11291,7.0,54.0,Bersalju
11292,6.0,51.0,Bersalju
11293,6.0,63.0,Bersalju
11294,7.0,89.0,Bersalju
11295,5.0,62.0,Bersalju
11296,3.0,59.0,Bersalju
11297,8.0,85.0,Bersalju
11298,1.0,55.0,Bersalju
11299,5.0,72.0,Bersalju
11300,7.0,56.0,Bersalju
11301,3.0,55.0,Bersalju
11302,4.0,59.0,Bersalju
11303,0.0,67.0,Bersalju
11304,8.0,85.0,Bersalju
11305,5.0,53.0,Bersalju
11306,7.0,50.0,Bersalju
11307,7.0,76.0,Bersalju
11308,7.0,59.0,Bersalju
11309,6.0,90.0,Bersalju
11310,4.0,53.0,Bersalju
11311,8.0,68.0,Bersalju
11312,1.0,58.0,Bersalju
11313,7.0,56.0,Bersalju
11314,7.0,49.0,Bersalju
11315,2.0,54.0,Bersalju
11316,6.0,59.0,Bersalju
11317,7.0,66.0,Bersalju
11318,7.0,56.0,Bersalju
11319,5.0,50.0,Bersalju
11320,7.0,58.0,Bersalju
11321,1.0,68.0,Bersalju
11322,8.0,77.0,Bersalju
11323,6.0,57.0,Bersalju
11324,8.0,51.0,Bersalju
11325,3.0,73.0,Bersalju
11326,4.0,54.0,Bersalju
11327,4.0,70.0,Bersalju
11328,7.0,75.0,Bersalju
11329,7.0,56.0,Bersalju
11330,6.0,84.0,Bersalju
11331,6.0,84.0,Bersalju
11332,5.0,60.0,Bersalju
11333,7.0,55.0,Bersalju
11334,7.0,55.0,Bersalju
11335,8.0,79.0,Bersalju
11336,2.0,78.0,Bersalju
11337,7.0,58.0,Bersalju
11338,1.0,72.0,Bersalju
11339,7.0,69.0,Bersalju
11340,7.0,92.0,Bersalju
11341,8.0,90.0,Bersalju
11342,2.0,64.0,Bersalju
11343,7.0,88.0,Bersalju
11344,7.0,86.0,Bersalju
11345,5.0,51.0,Bersalju
11346,7.0,50.0,Bersalju
11347,7.0,86.0,Bersalju
11348,1.0,54.0,Bersalju
11349,6.0,64.0,Bersalju
11350,7.0,74.0,Bersalju
11351,6.0,69.0,Bersalju
11352,7.0,60.0,Bersalju
11353,7.0,86.0,Bersalju
11354,7.0,54.0,Bersalju
11355,1.0,64.0,Bersalju
11356,1.0,58.0,Bersalju
11357,7.0,66.0,Bersalju
11358,8.0,57.0,Bersalju
11359,8.0,97.0,Bersalju
11360,6.0,68.0,Bersalju
11361,4.0,59.0,Bersalju
11362,7.0,89.0,Bersalju
11363,7.0,54.0,Bersalju
11364,5.0,59.0,Bersalju
11365,7.0,73.0,Bersalju
11366,7.0,70.0,Bersalju
11367,7.0,59.0,Bersalju
11368,7.0,66.0,Bersalju
11369,7.0,66.0,Bersalju
11370,7.0,66.0,Bersalju
11371,7.0,60.0,Bersalju
11372,7.0,63.0,Bersalju
11373,7.0,68.0,Bersalju
11374,7.0,73.0,Bersalju
11375,8.0,82.0,Bersalju
11376,5.0,54.0,Bersalju
11377,6.0,87.0,Bersalju
11378,2.0,56.0,Bersalju
11379,2.0,56.0,Bersalju
11380,5.0,55.0,Bersalju
11381,1.0,56.0,Bersalju
11382,1.0,56.0,Bersalju
11383,8.0,89.0,Bersalju
11384,6.0,78.0,Bersalju
11385,6.0,53.0,Bersalju
11386,2.0,55.0,Bersalju
11387,1.0,69.0,Bersalju
11388,7.0,78.0,Bersalju
11389,5.0,59.0,Bersalju
11390,1.0,52.0,Bersalju
11391,2.0,52.0,Bersalju
11392,8.0,61.0,Bersalju
11393,7.0,55.0,Bersalju
11394,7.0,54.0,Bersalju
11395,7.0,50.0,Bersalju
11396,7.0,51.0,Bersalju
11397,6.0,61.0,Bersalju
11398,7.0,84.0,Bersalju
11399,6.0,69.0,Bersalju
11400,2.0,59.0,Bersalju
11401,7.0,79.0,Bersalju
11402,3.0,55.0,Bersalju
11403,7.0,58.0,Bersalju
11404,6.0,94.0,Bersalju
11405,8.0,73.0,Bersalju
11406,7.0,63.0,Bersalju
11407,7.0,51.0,Bersalju
11408,5.0,62.0,Bersalju
11409,6.0,51.0,Bersalju
11410,7.0,74.0,Bersalju
11411,3.0,52.0,Bersalju
11412,5.0,80.0,Bersalju
11413,5.0,57.0,Bersalju
11414,7.0,56.0,Bersalju
11415,4.0,61.0,Bersalju
11416,7.0,68.0,Bersalju
11417,1.0,52.0,Bersalju
11418,6.0,58.0,Bersalju
11419,1.0,56.0,Bersalju
11420,8.0,70.0,Bersalju
11421,0.0,58.0,Bersalju
11422,5.0,72.0,Bersalju
11423,3.0,65.0,Bersalju
11424,7.0,59.0,Bersalju
11425,7.0,54.0,Bersalju
11426,4.0,60.0,Bersalju
11427,6.0,63.0,Bersalju
11428,2.0,58.0,Bersalju
11429,1.0,62.0,Bersalju
11430,7.0,72.0,Bersalju
11431,5.0,75.0,Bersalju
11432,1.0,54.0,Bersalju
11433,7.0,60.0,Bersalju
11434,4.0,52.0,Bersalju
11435,8.0,82.0,Bersalju
11436,7.0,62.0,Bersalju
11437,8.0,87.0,Bersalju
11438,4.0,54.0,Bersalju
11439,5.0,62.0,Bersalju
11440,1.0,52.0,Bersalju
11441,6.0,64.0,Bersalju
11442,5.0,51.0,Bersalju
11443,6.0,61.0,Bersalju
11444,7.0,62.0,Bersalju
11445,1.0,70.0,Bersalju
11446,1.0,54.0,Bersalju
11447,5.0,53.0,Bersalju
11448,7.0,61.0,Bersalju
11449,3.0,59.0,Bersalju
11450,7.0,49.0,Bersalju
11451,4.0,63.0,Bersalju
11452,8.0,61.0,Bersalju
11453,3.0,56.0,Bersalju
11454,3.0,55.0,Bersalju
11455,8.0,82.0,Bersalju
11456,6.0,76.0,Bersalju
11457,3.0,54.0,Bersalju
11458,7.0,55.0,Bersalju
11459,8.0,80.0,Bersalju
11460,3.0,59.0,Bersalju
11461,6.0,67.0,Bersalju
11462,7.0,76.0,Bersalju
11463,7.0,52.0,Bersalju
11464,1.0,64.0,Bersalju
11465,7.0,64.0,Bersalju
11466,8.0,82.0,Bersalju
11467,7.0,53.0,Bersalju
11468,7.0,54.0,Bersalju
11469,7.0,66.0,Bersalju
11470,1.0,57.0,Bersalju
11471,7.0,76.0,Bersalju
11472,7.0,77.0,Bersalju
11473,6.0,60.0,Bersalju
11474,7.0,59.0,Bersalju
11475,7.0,64.0,Bersalju
11476,7.0,51.0,Bersalju
11477,3.0,52.0,Bersalju
11478,7.0,89.0,Bersalju
11479,2.0,55.0,Bersalju
11480,2.0,61.0,Bersalju
11481,8.0,55.0,Bersalju
11482,1.0,63.0,Bersalju
11483,3.0,52.0,Bersalju
11484,8.0,72.0,Bersalju
11485,6.0,72.0,Bersalju
11486,7.0,98.0,Bersalju
11487,7.0,53.0,Bersalju
11488,6.0,65.0,Bersalju
11489,8.0,69.0,Bersalju
11490,8.0,77.0,Bersalju
11491,7.0,61.0,Bersalju
11492,1.0,54.0,Bersalju
11493,7.0,56.0,Bersalju
11494,7.0,57.0,Bersalju
11495,6.0,54.0,Bersalju
11496,5.0,70.0,Bersalju
11497,3.0,57.0,Bersalju
11498,3.0,52.0,Bersalju
11499,4.0,54.0,Bersalju
11500,1.0,52.0,Bersalju
11501,8.0,99.0,Bersalju
11502,8.0,96.0,Bersalju
11503,8.0,99.0,Bersalju
11504,4.0,66.0,Bersalju
11505,2.0,63.0,Bersalju
11506,6.0,52.0,Bersalju
11507,5.0,59.0,Bersalju
11508,7.0,69.0,Bersalju
11509,1.0,62.0,Bersalju
11510,6.0,58.0,Bersalju
11511,2.0,56.0,Bersalju
11512,5.0,60.0,Bersalju
11513,8.0,83.0,Bersalju
11514,7.0,61.0,Bersalju
11515,8.0,73.0,Bersalju
11516,4.0,67.0,Bersalju
11517,7.0,62.0,Bersalju
11518,8.0,77.0,Bersalju
11519,5.0,58.0,Bersalju
11520,5.0,69.0,Bersalju
11521,7.0,77.0,Bersalju
11522,7.0,50.0,Bersalju
11523,7.0,61.0,Bersalju
11524,2.0,66.0,Bersalju
11525,1.0,56.0,Bersalju
11526,8.0,72.0,Bersalju
11527,1.0,56.0,Bersalju
11528,5.0,54.0,Bersalju
11529,5.0,63.0,Bersalju
11530,2.0,56.0,Bersalju
11531,8.0,69.0,Bersalju
11532,8.0,72.0,Bersalju
11533,5.0,83.0,Bersalju
11534,8.0,92.0,Bersalju
11535,3.0,65.0,Bersalju
11536,7.0,73.0,Bersalju
11537,8.0,79.0,Bersalju
11538,7.0,89.0,Bersalju
11539,7.0,64.0,Bersalju
11540,0.0,56.0,Bersalju
11541,8.0,83.0,Bersalju
11542,4.0,61.0,Bersalju
11543,5.0,62.0,Bersalju
11544,7.0,87.0,Bersalju
11545,5.0,64.0,Bersalju
11546,7.0,71.0,Bersalju
11547,5.0,71.0,Bersalju
11548,7.0,66.0,Bersalju
11549,7.0,58.0,Bersalju
11550,2.0,55.0,Bersalju
11551,8.0,84.0,Bersalju
11552,8.0,63.0,Bersalju
11553,5.0,61.0,Bersalju
11554,3.0,63.0,Bersalju
11555,1.0,60.0,Bersalju
11556,7.0,59.0,Bersalju
11557,3.0,71.0,Bersalju
11558,1.0,65.0,Bersalju
11559,7.0,66.0,Bersalju
11560,8.0,64.0,Bersalju
11561,7.0,66.0,Bersalju
11562,6.0,51.0,Bersalju
11563,7.0,70.0,Bersalju
11564,3.0,56.0,Bersalju
11565,6.0,50.0,Bersalju
11566,8.0,72.0,Bersalju
11567,2.0,54.0,Bersalju
11568,6.0,56.0,Bersalju
11569,0.0,52.0,Bersalju
11570,7.0,63.0,Bersalju
11571,7.0,68.0,Bersalju
11572,3.0,71.0,Bersalju
11573,4.0,58.0,Bersalju
11574,1.0,55.0,Bersalju
11575,5.0,57.0,Bersalju
11576,7.0,49.0,Bersalju
11577,8.0,96.0,Bersalju
11578,8.0,73.0,Bersalju
11579,4.0,64.0,Bersalju
11580,7.0,67.0,Bersalju
11581,7.0,49.0,Bersalju
11582,8.0,69.0,Bersalju
11583,6.0,59.0,Bersalju
11584,7.0,52.0,Bersalju
11585,7.0,82.0,Bersalju
11586,6.0,52.0,Bersalju
11587,7.0,70.0,Bersalju
11588,2.0,60.0,Bersalju
11589,8.0,81.0,Bersalju
11590,7.0,66.0,Bersalju
11591,7.0,52.0,Bersalju
11592,8.0,76.0,Bersalju
11593,7.0,68.0,Bersalju
11594,6.0,70.0,Bersalju
11595,5.0,52.0,Bersalju
11596,5.0,60.0,Bersalju
11597,6.0,51.0,Bersalju
11598,7.0,68.0,Bersalju
11599,3.0,74.0,Bersalju
11600,7.0,87.0,Bersalju
11601,3.0,52.0,Bersalju
11602,7.0,70.0,Bersalju
11603,1.0,62.0,Bersalju
11604,7.0,75.0,Bersalju
11605,7.0,88.0,Bersalju
11606,8.0,87.0,Bersalju
11607,2.0,56.0,Bersalju
11608,4.0,62.0,Bersalju
11609,4.0,55.0,Bersalju
11610,8.0,66.0,Bersalju
11611,6.0,74.0,Bersalju
11612,7.0,72.0,Bersalju
11613,5.0,51.0,Bersalju
11614,1.0,54.0,Bersalju
11615,7.0,65.0,Bersalju
11616,5.0,62.0,Bersalju
11617,5.0,61.0,Bersalju
11618,6.0,71.0,Bersalju
11619,3.0,59.0,Bersalju
11620,7.0,94.0,Bersalju
11621,1.0,52.0,Bersalju
11622,5.0,65.0,Bersalju
11623,7.0,69.0,Bersalju
11624,7.0,65.0,Bersalju
11625,1.0,57.0,Bersalju
11626,6.0,67.0,Bersalju
11627,7.0,82.0,Bersalju
11628,6.0,71.0,Bersalju
11629,5.0,63.0,Bersalju
11630,7.0,88.0,Bersalju
11631,6.0,60.0,Bersalju
11632,1.0,55.0,Bersalju
11633,5.0,52.0,Bersalju
11634,3.0,75.0,Bersalju
11635,6.0,49.0,Bersalju
11636,7.0,77.0,Bersalju
11637,3.0,59.0,Bersalju
11638,7.0,53.0,Bersalju
11639,8.0,69.0,Bersalju
11640,6.0,54.0,Bersalju
11641,6.0,62.0,Bersalju
11642,6.0,70.0,Bersalju
11643,8.0,68.0,Bersalju
11644,1.0,55.0,Bersalju
11645,8.0,74.0,Bersalju
11646,6.0,67.0,Bersalju
11647,3.0,73.0,Bersalju
11648,8.0,78.0,Bersalju
11649,3.0,69.0,Bersalju
11650,1.0,54.0,Bersalju
11651,6.0,49.0,Bersalju
11652,5.0,52.0,Bersalju
11653,6.0,78.0,Bersalju
11654,7.0,67.0,Bersalju
11655,8.0,70.0,Bersalju
11656,8.0,57.0,Bersalju
11657,5.0,50.0,Bersalju
11658,3.0,55.0,Bersalju
11659,7.0,56.0,Bersalju
11660,6.0,50.0,Bersalju
11661,5.0,55.0,Bersalju
11662,7.0,56.0,Bersalju
11663,7.0,66.0,Bersalju
11664,7.0,56.0,Bersalju
11665,8.0,95.0,Bersalju
11666,7.0,64.0,Bersalju
11667,7.0,79.0,Bersalju
11668,2.0,63.0,Bersalju
11669,8.0,70.0,Bersalju
11670,2.0,99.0,Bersalju
11671,1.0,58.0,Bersalju
11672,1.0,54.0,Bersalju
11673,8.0,89.0,Bersalju
11674,7.0,55.0,Bersalju
11675,7.0,52.0,Bersalju
11676,6.0,62.0,Bersalju
11677,1.0,58.0,Bersalju
11678,8.0,71.0,Bersalju
11679,8.0,85.0,Bersalju
11680,8.0,54.0,Bersalju
11681,6.0,58.0,Bersalju
11682,3.0,60.0,Bersalju
11683,4.0,54.0,Bersalju
11684,5.0,74.0,Bersalju
11685,7.0,72.0,Bersalju
11686,8.0,78.0,Bersalju
11687,6.0,76.0,Bersalju
11688,4.0,51.0,Bersalju
11689,1.0,53.0,Bersalju
11690,2.0,54.0,Bersalju
11691,8.0,71.0,Bersalju
11692,6.0,89.0,Bersalju
11693,8.0,77.0,Bersalju
11694,3.0,55.0,Bersalju
11695,1.0,64.0,Bersalju
11696,7.0,73.0,Bersalju
11697,7.0,74.0,Bersalju
11698,7.0,72.0,Bersalju
11699,3.0,54.0,Bersalju
11700,3.0,63.0,Bersalju
11701,7.0,63.0,Bersalju
11702,7.0,64.0,Bersalju
11703,8.0,76.0,Bersalju
11704,4.0,60.0,Bersalju
11705,8.0,72.0,Bersalju
11706,7.0,52.0,Bersalju
11707,8.0,70.0,Bersalju
11708,4.0,52.0,Bersalju
11709,1.0,56.0,Bersalju
11710,7.0,67.0,Bersalju
11711,5.0,54.0,Bersalju
11712,7.0,69.0,Bersalju
11713,6.0,58.0,Bersalju
11714,4.0,57.0,Bersalju
11715,1.0,60.0,Bersalju
11716,4.0,58.0,Bersalju
11717,3.0,52.0,Bersalju
11718,7.0,57.0,Bersalju
11719,6.0,53.0,Bersalju
11720,8.0,65.0,Bersalju
11721,2.0,63.0,Bersalju
11722,7.0,53.0,Bersalju
11723,7.0,63.0,Bersalju
11724,7.0,53.0,Bersalju
11725,7.0,81.0,Bersalju
11726,6.0,70.0,Bersalju
11727,7.0,57.0,Bersalju
11728,7.0,57.0,Bersalju
11729,3.0,57.0,Bersalju
11730,7.0,58.0,Bersalju
11731,7.0,64.0,Bersalju
11732,7.0,53.0,Bersalju
11733,7.0,56.0,Bersalju
11734,7.0,84.0,Bersalju
11735,7.0,62.0,Bersalju
11736,2.0,62.0,Bersalju
11737,7.0,82.0,Bersalju
11738,7.0,63.0,Bersalju
11739,7.0,66.0,Bersalju
11740,7.0,87.0,Bersalju
11741,7.0,56.0,Bersalju
11742,4.0,56.0,Bersalju
11743,7.0,90.0,Bersalju
11744,7.0,78.0,Bersalju
11745,7.0,82.0,Bersalju
11746,3.0,55.0,Bersalju
11747,5.0,53.0,Bersalju
11748,7.0,66.0,Bersalju
11749,7.0,64.0,Bersalju
11750,2.0,56.0,Bersalju
11751,1.0,73.0,Bersalju
11752,7.0,49.0,Bersalju
11753,3.0,62.0,Bersalju
11754,3.0,67.0,Bersalju
11755,6.0,70.0,Bersalju
11756,4.0,57.0,Bersalju
11757,6.0,55.0,Bersalju
11758,4.0,55.0,Bersalju
11759,7.0,66.0,Bersalju
11760,3.0,61.0,Bersalju
11761,2.0,65.0,Bersalju
11762,8.0,98.0,Bersalju
11763,1.0,54.0,Bersalju
11764,7.0,64.0,Bersalju
11765,6.0,59.0,Bersalju
11766,7.0,79.0,Bersalju
11767,1.0,58.0,Bersalju
11768,2.0,69.0,Bersalju
11769,5.0,50.0,Bersalju
11770,6.0,59.0,Bersalju
11771,7.0,84.0,Bersalju
11772,7.0,57.0,Bersalju
11773,7.0,64.0,Bersalju
11774,7.0,74.0,Bersalju
11775,8.0,83.0,Bersalju
11776,7.0,57.0,Bersalju
11777,2.0,57.0,Bersalju
11778,7.0,69.0,Bersalju
11779,6.0,76.0,Bersalju
11780,8.0,84.0,Bersalju
11781,1.0,60.0,Bersalju
11782,5.0,53.0,Bersalju
11783,3.0,58.0,Bersalju
11784,4.0,67.0,Bersalju
11785,6.0,62.0,Bersalju
11786,7.0,69.0,Bersalju
11787,4.0,52.0,Bersalju
11788,8.0,60.0,Bersalju
11789,7.0,82.0,Bersalju
11790,7.0,74.0,Bersalju
11791,7.0,53.0,Bersalju
11792,0.0,77.0,Bersalju
11793,2.0,54.0,Bersalju
11794,7.0,61.0,Bersalju
11795,2.0,55.0,Bersalju
11796,4.0,51.0,Bersalju
11797,7.0,71.0,Bersalju
11798,7.0,70.0,Bersalju
11799,7.0,64.0,Bersalju
11800,7.0,75.0,Bersalju
11801,6.0,62.0,Bersalju
11802,2.0,53.0,Bersalju
11803,8.0,80.0,Bersalju
11804,2.0,64.0,Bersalju
11805,6.0,49.0,Bersalju
11806,7.0,91.0,Bersalju
11807,1.0,63.0,Bersalju
11808,5.0,63.0,Bersalju
11809,4.0,54.0,Bersalju
11810,7.0,70.0,Bersalju
11811,5.0,81.0,Bersalju
11812,7.0,63.0,Bersalju
11813,7.0,58.0,Bersalju
11814,7.0,69.0,Bersalju
11815,7.0,71.0,Bersalju
11816,8.0,80.0,Bersalju
11817,3.0,56.0,Bersalju
11818,8.0,89.0,Bersalju
11819,5.0,50.0,Bersalju
11820,8.0,78.0,Bersalju
11821,7.0,89.0,Bersalju
11822,8.0,91.0,Bersalju
11823,1.0,72.0,Bersalju
11824,4.0,55.0,Bersalju
11825,7.0,69.0,Bersalju
11826,7.0,88.0,Bersalju
11827,2.0,64.0,Bersalju
11828,7.0,62.0,Bersalju
11829,5.0,61.0,Bersalju
11830,6.0,56.0,Bersalju
11831,3.0,57.0,Bersalju
11832,6.0,52.0,Bersalju
11833,7.0,53.0,Bersalju
11834,8.0,58.0,Bersalju
11835,7.0,63.0,Bersalju
11836,6.0,50.0,Bersalju
11837,7.0,75.0,Bersalju
11838,1.0,62.0,Bersalju
11839,7.0,69.0,Bersalju
11840,8.0,75.0,Bersalju
11841,1.0,54.0,Bersalju
11842,4.0,61.0,Bersalju
11843,5.0,52.0,Bersalju
11844,7.0,87.0,Bersalju
11845,7.0,55.0,Bersalju
11846,4.0,63.0,Bersalju
11847,1.0,54.0,Bersalju
11848,8.0,79.0,Bersalju
11849,7.0,94.0,Bersalju
11850,3.0,57.0,Bersalju
11851,8.0,56.0,Bersalju
11852,1.0,53.0,Bersalju
11853,6.0,88.0,Bersalju
11854,7.0,67.0,Bersalju
11855,5.0,51.0,Bersalju
11856,7.0,66.0,Bersalju
11857,6.0,65.0,Bersalju
11858,7.0,57.0,Bersalju
11859,6.0,62.0,Bersalju
11860,5.0,72.0,Bersalju
11861,6.0,62.0,Bersalju
11862,1.0,59.0,Bersalju
11863,6.0,52.0,Bersalju
11864,7.0,84.0,Bersalju
11865,8.0,93.0,Bersalju
11866,6.0,71.0,Bersalju
11867,7.0,62.0,Bersalju
11868,1.0,52.0,Bersalju
11869,1.0,62.0,Bersalju
11870,5.0,61.0,Bersalju
11871,3.0,54.0,Bersalju
11872,6.0,53.0,Bersalju
11873,3.0,64.0,Bersalju
11874,7.0,95.0,Bersalju
11875,8.0,72.0,Bersalju
11876,2.0,64.0,Bersalju
11877,6.0,60.0,Bersalju
11878,7.0,66.0,Bersalju
11879,7.0,64.0,Bersalju
11880,2.0,61.0,Bersalju
11881,1.0,69.0,Bersalju
11882,7.0,64.0,Bersalju
11883,7.0,64.0,Bersalju
11884,8.0,54.0,Bersalju
11885,1.0,60.0,Bersalju
11886,7.0,51.0,Bersalju
11887,1.0,54.0,Bersalju
11888,7.0,76.0,Bersalju
11889,3.0,70.0,Bersalju
11890,7.0,67.0,Bersalju
11891,2.0,60.0,Bersalju
11892,7.0,54.0,Bersalju
11893,7.0,63.0,Bersalju
11894,1.0,52.0,Bersalju
11895,6.0,79.0,Bersalju
11896,4.0,54.0,Bersalju
11897,4.0,60.0,Bersalju
11898,7.0,86.0,Bersalju
11899,7.0,74.0,Bersalju
11900,5.0,61.0,Bersalju
11901,7.0,65.0,Bersalju
11902,7.0,83.0,Bersalju
11903,2.0,52.0,Bersalju
11904,7.0,77.0,Bersalju
11905,7.0,71.0,Bersalju
11906,4.0,86.0,Bersalju
11907,7.0,54.0,Bersalju
11908,6.0,53.0,Bersalju
11909,6.0,67.0,Bersalju
11910,0.0,68.0,Bersalju
11911,7.0,58.0,Bersalju
11912,6.0,49.0,Bersalju
11913,8.0,65.0,Bersalju
11914,8.0,62.0,Bersalju
11915,6.0,69.0,Bersalju
11916,7.0,56.0,Bersalju
11917,3.0,53.0,Bersalju
11918,2.0,53.0,Bersalju
11919,7.0,49.0,Bersalju
11920,8.0,92.0,Bersalju
11921,5.0,67.0,Bersalju
11922,3.0,54.0,Bersalju
11923,2.0,58.0,Bersalju
11924,7.0,55.0,Bersalju
11925,2.0,68.0,Bersalju
11926,5.0,69.0,Bersalju
11927,8.0,74.0,Bersalju
11928,6.0,52.0,Bersalju
11929,2.0,64.0,Bersalju
11930,8.0,75.0,Bersalju
11931,0.0,56.0,Bersalju
11932,7.0,55.0,Bersalju
11933,7.0,87.0,Bersalju
11934,7.0,64.0,Bersalju
11935,7.0,56.0,Bersalju
11936,7.0,84.0,Bersalju
11937,8.0,84.0,Bersalju
11938,6.0,55.0,Bersalju
11939,7.0,85.0,Bersalju
11940,7.0,60.0,Bersalju
11941,7.0,63.0,Bersalju
11942,6.0,53.0,Bersalju
11943,4.0,51.0,Bersalju
11944,5.0,64.0,Bersalju
11945,7.0,55.0,Bersalju
11946,4.0,52.0,Bersalju
11947,1.0,71.0,Bersalju
11948,7.0,63.0,Bersalju
11949,7.0,71.0,Bersalju
11950,8.0,93.0,Bersalju
11951,8.0,100.0,Bersalju
11952,5.0,65.0,Bersalju
11953,1.0,68.0,Bersalju
11954,7.0,72.0,Bersalju
11955,8.0,86.0,Bersalju
11956,8.0,95.0,Bersalju
11957,8.0,90.0,Bersalju
11958,5.0,71.0,Bersalju
11959,1.0,62.0,Bersalju
11960,5.0,63.0,Bersalju
11961,8.0,50.0,Bersalju
11962,8.0,74.0,Bersalju
11963,5.0,71.0,Bersalju
11964,8.0,62.0,Bersalju
11965,7.0,56.0,Bersalju
11966,3.0,63.0,Bersalju
11967,7.0,81.0,Bersalju
11968,7.0,64.0,Bersalju
11969,6.0,82.0,Bersalju
11970,8.0,85.0,Bersalju
11971,4.0,63.0,Bersalju
11972,7.0,55.0,Bersalju
11973,7.0,68.0,Bersalju
11974,7.0,78.0,Bersalju
11975,3.0,56.0,Bersalju
11976,7.0,65.0,Bersalju
11977,7.0,59.0,Bersalju
11978,7.0,80.0,Bersalju
11979,6.0,54.0,Bersalju
11980,3.0,66.0,Bersalju
11981,3.0,63.0,Bersalju
11982,8.0,92.0,Bersalju
11983,2.0,60.0,Bersalju
11984,6.0,52.0,Bersalju
11985,7.0,70.0,Bersalju
11986,3.0,100.0,Bersalju
11987,3.0,54.0,Bersalju
11988,4.0,52.0,Bersalju
11989,1.0,62.0,Bersalju
11990,6.0,74.0,Bersalju
11991,2.0,64.0,Bersalju
11992,7.0,63.0,Bersalju
11993,7.0,71.0,Bersalju
11994,7.0,55.0,Bersalju
11995,7.0,54.0,Bersalju
11996,7.0,57.0,Bersalju
11997,8.0,61.0,Bersalju
11998,3.0,53.0,Bersalju
11999,6.0,64.0,Bersalju
12000,8.0,75.0,Bersalju
12001,4.0,62.0,Bersalju
12002,8.0,89.0,Bersalju
12003,8.0,93.0,Bersalju
12004,6.0,72.0,Bersalju
12005,7.0,63.0,Bersalju
12006,5.0,50.0,Bersalju
12007,8.0,75.0,Bersalju
12008,6.0,70.0,Bersalju
12009,5.0,50.0,Bersalju
12010,5.0,58.0,Bersalju
12011,3.0,72.0,Bersalju
12012,7.0,53.0,Bersalju
12013,7.0,62.0,Bersalju
12014,7.0,70.0,Bersalju
12015,7.0,63.0,Bersalju
12016,5.0,53.0,Bersalju
12017,7.0,59.0,Bersalju
12018,7.0,65.0,Bersalju
12019,7.0,59.0,Bersalju
12020,8.0,84.0,Bersalju
12021,1.0,56.0,Bersalju
12022,7.0,78.0,Bersalju
12023,6.0,70.0,Bersalju
12024,5.0,69.0,Bersalju
12025,5.0,62.0,Bersalju
12026,7.0,56.0,Bersalju
12027,4.0,51.0,Bersalju
12028,7.0,91.0,Bersalju
12029,8.0,90.0,Bersalju
12030,7.0,71.0,Bersalju
12031,8.0,70.0,Bersalju
12032,7.0,82.0,Bersalju
12033,5.0,59.0,Bersalju
12034,2.0,61.0,Bersalju
12035,1.0,64.0,Bersalju
12036,1.0,54.0,Bersalju
12037,0.0,57.0,Bersalju
12038,7.0,80.0,Bersalju
12039,8.0,90.0,Bersalju
12040,2.0,58.0,Bersalju
12041,6.0,79.0,Bersalju
12042,8.0,52.0,Bersalju
12043,5.0,50.0,Bersalju
12044,8.0,95.0,Bersalju
12045,6.0,58.0,Bersalju
12046,3.0,52.0,Bersalju
12047,6.0,53.0,Bersalju
12048,3.0,53.0,Bersalju
12049,2.0,52.0,Bersalju
12050,8.0,91.0,Bersalju
12051,1.0,52.0,Bersalju
12052,1.0,60.0,Bersalju
12053,3.0,55.0,Bersalju
12054,2.0,56.0,Bersalju
12055,6.0,57.0,Bersalju
12056,7.0,61.0,Bersalju
12057,3.0,59.0,Bersalju
12058,2.0,58.0,Bersalju
12059,2.0,70.0,Bersalju
12060,7.0,66.0,Bersalju
12061,5.0,72.0,Bersalju
